user_id,status_id,created_at,screen_name,text,source,hashtags
2712507646,1.02111E+18,2018-07-22T19:01:17Z,DrEsmee,"We're proud to publish Shirley Anne Tate's #book series Critical Mixed Race Studies (first title in the series, Remi Joseph-Salisbury's ""Black Mixed-Race Men"" out next month). Learn more about the series here: https://t.co/VbuXyDHJg5 or at stand 40 at #isa2018wcs #RC05 @RemiJS90 https://t.co/iOBAivJB2W",Twitter Lite,book
2712507646,1.01895E+18,2018-07-16T20:11:27Z,DrEsmee,The fabulous @AlaSirriyeh with her wonderful new book ‘The Politics of Compassion’ @policypress #booktour #isa18wcs https://t.co/Cto3bXF20Q,Twitter for iPad,booktour|isa18wcs
3928738643,1.0211E+18,2018-07-22T18:22:30Z,itineranttheory,"We're proud to publish Shirley Anne Tate's #book series Critical Mixed Race Studies (first title in the series, Remi Joseph-Salisbury's ""Black Mixed-Race Men"" out next month). Learn more about the series here: https://t.co/VbuXyDHJg5 or at stand 40 at #isa2018wcs #RC05 @RemiJS90 https://t.co/iOBAivJB2W",Twitter for iPhone,book
2351092483,1.02004E+18,2018-07-19T20:00:53Z,StewartDLockie,Thanks David Tabara for convening  excellent conversation re. environmental solutions at #isa2018wcs . Thanks for invite to give a pop-up presentation on Sustainable Canada Dialogues  @DialogSustainab . Info on this solution-focused network: https://t.co/liWma5eJu5,Twitter for Android,isa2018wcs
2351092483,1.02052E+18,2018-07-21T04:01:36Z,StewartDLockie,Brilliant performance by the Red Urban Project  to help close #isa2018wcs https://t.co/hFpuiJqwsM,Twitter for Android,isa2018wcs
2351092483,1.02109E+18,2018-07-22T18:05:55Z,StewartDLockie,#Selfie time as #isa2018wcs comes to an end in #Toronto @isarc24 #YYZ @DrAmandaSlevin @HaluzaDeLay @StewartDLockie https://t.co/DswifxJt37,Twitter for Android,Selfie|isa2018wcs|Toronto|YYZ
2351092483,1.01862E+18,2018-07-15T22:01:35Z,StewartDLockie,"""Welcome to Turtle Island."" Great to see acknowledgment of First Nations' territories being taken up in Canada, and perfect way to open #isa2018wcs World Congress of Sociology https://t.co/bPnaoVBwGw",Twitter for Android,isa2018wcs
2351092483,1.02034E+18,2018-07-20T16:11:54Z,StewartDLockie,"@StewartDLockie at #isa2018wcs : in continually using ""neoliberalism"" to describe any managerial decision we disagree with, it loses any actual analytical value.",Twitter for Android,isa2018wcs
2351092483,1.0204E+18,2018-07-20T20:19:53Z,StewartDLockie,Critical Sociologies for #justtransition @damianfwhite on labours efforts among other efforts #isa18wcs @isarc24 https://t.co/aQxsATPsWP,Twitter for Android,justtransition|isa18wcs
2351092483,1.01883E+18,2018-07-16T12:18:03Z,StewartDLockie,At @isa_sociology #isa18wcs? Come see the @AustSoc team at booth 30 in the exhibition hall to talk #ISAMelbourne2022. It's never too early to start planning your trip to Australia! @KHSociology @Prof_JoLindsay https://t.co/lK0k7x2xLL,Twitter for Android,isa18wcs|ISAMelbourne2022
2351092483,1.02034E+18,2018-07-20T16:12:05Z,StewartDLockie,"@StewartDLockie giving a provocative talk about ""Rehabilitating  Neoliberalism"" @isarc24 session on Sustainability Transitions #isa2018wcs https://t.co/aJmOiqgfbd",Twitter for Android,
2351092483,1.02034E+18,2018-07-20T16:11:30Z,StewartDLockie,@StewartDLockie at #isa2018wcs : the powerful part of the UN Sustainable Development Goals is that it sees the multiple dimensions as inseparable.  https://t.co/8I4UJkNhY1,Twitter for Android,isa2018wcs
2351092483,1.01897E+18,2018-07-16T21:06:54Z,StewartDLockie,Great to see @cmlwong at #isa2018wcs checking out her new Palgrave book Energy  Risk and Governance! https://t.co/7rnHtuIm7J,Twitter for Android,isa2018wcs
2351092483,1.01994E+18,2018-07-19T13:30:03Z,StewartDLockie,"David Tabara at #isa2018wcs : as environmental sociologists we spend lots of time studying environmental problems, but should devote more research to solutions and transformative change is social-ecological systems. https://t.co/cprIEgii5Q",Twitter for Android,isa2018wcs
2351092483,1.01899E+18,2018-07-16T22:49:29Z,StewartDLockie,Envisioning social futures in the oil industry at the @isa-rc24 #isa2018wcs https://t.co/e7xwKunapG,Twitter for Android,isa2018wcs
2351092483,1.02043E+18,2018-07-20T22:19:46Z,StewartDLockie,"For #energytransition in #Australia need address #settlercolonial  capitalism, according to @rebeccapearse #justtransition #isa18wcs @isarc24. #abpoli,  #cndpoli take note! https://t.co/WhQMaX2a9C",Twitter for Android,energytransition|Australia|settlercolonial|justtransition
2351092483,1.01971E+18,2018-07-18T22:43:23Z,StewartDLockie,Mayumi Fukunaga presenting the fascinating idea of an ethic of generativity to guide coastal zone restoration.  #isa18wcs https://t.co/ne13064bUl,Twitter for Android,isa18wcs
876947432,1.02109E+18,2018-07-22T18:05:13Z,AleyaLChocolat,"% who say religion is very important
China 3%
UK 10%
Japan 10%
Sweden 10%
France 11%
Russia 16%
Australia 18%
Spain 22%
Canada 27%
Mexico 45%
US 53%
Greece 56%
Turkey 68%
Brazil 72%
Egypt 72%
S Africa 75%
India 80%
Nigeria 88%
Honduras 90%
Indonesia 93%
Ethiopia 98% 
#isa18wcs https://t.co/AY8Il6q9fr",Twitter for Android,
7.67406E+17,1.01968E+18,2018-07-18T20:30:35Z,KimJoaoUn,"Em fala performática, Michael @burawoy chama a produzir teoria sociológica na #isa2018wcs https://t.co/qDgUpGO2u6",Twitter for Android,isa2018wcs
7.67406E+17,1.01816E+18,2018-07-14T15:49:18Z,KimJoaoUn,O C/A chegou em Toronto para participar do #isa2018wcs! Curta o C/A no IG e no Twitter e acompanhe nossas publicações sobre o maior evento de sociologia do mundo! #sociologiaemmovimento #vidaacademica #vidadeifcsiano https://t.co/dKZVKIqPSa,Twitter Web Client,isa2018wcs
7.67406E+17,1.02108E+18,2018-07-22T17:04:44Z,KimJoaoUn,Vocês sabiam que durante a #isa2018wcs havia uma sala para oração? https://t.co/KI0gdlk5HL,Twitter for Android,isa2018wcs
7.67406E+17,1.01897E+18,2018-07-16T21:32:10Z,KimJoaoUn,"Estamos numa mesa que discute religião no espaço público. Neste momento, ouvimos o caso brasileiro e como agentes religiosos participam ativamente no Congresso. 
#isa2018wcs 
#mesadetrabalho
#Brasil 
#sociologia
#religião https://t.co/GL5o0JL4NC",Twitter for Android,
7.67406E+17,1.0181E+18,2018-07-14T11:44:45Z,KimJoaoUn,"Gente, tá todo mundo na #isa2018wcs?",Twitter for Android,isa2018wcs
7.67406E+17,1.01974E+18,2018-07-19T00:12:50Z,KimJoaoUn,"Daqui a pouco serão realizadas as eleições da diretoria da ISA. Entenda quem são os candidatos e como funcionam as eleições neste post, escrito por um dos nossos correspondentes (@jceledonme): https://t.co/e9ughKQT9E

#isa2018wcs",Twitter Web Client,
7.67406E+17,1.01962E+18,2018-07-18T16:23:26Z,KimJoaoUn,"No primeiro post dos nossos correspondentes direto da #isa2018wcs, @jceledonme nos conta sobre o processo de seleção das presidências da associação. https://t.co/e9ughKQT9E",Twitter Web Client,isa2018wcs
7.67406E+17,1.01904E+18,2018-07-17T02:17:39Z,KimJoaoUn,"A professora @EloisaMartin7, da nossa equipe no Circuito Acadêmico, expõe suas propostas para a vice-presidência de Publicações da ISA. 
#isa2018wcs 
@isa_sociology https://t.co/Kudic58X3T",Twitter for Android,
7.67406E+17,1.0196E+18,2018-07-18T15:23:27Z,KimJoaoUn,"Uma mesa de mulheres que debate sobre ""Growing up Female in Post-Colonial and Multi-Ethnic Societies”. 
#isa2018wcs 
@isa_sociology https://t.co/bpNkxXBKzo",Twitter Web Client,isa2018wcs
