name,name,lang,name_lang,200107,200108,200109,200110,200111,200112,200201,200202,200203,200204,200205,200206,200207,200208,200209,200210,200211,200212,200301,200302,200303,200304,200305,200306,200307,200308,200309,200310,200311,200312,200401,200402,200403,200404,200405,200406,200407,200408,200409,200410,200411,200412,200501,200502,200503,200504,200505,200506,200507,200508,200509,200510,200511,200512,200601,200602,200603,200604,200605,200606,200607,200608,200609,200610,200611,200612,200701,200702,200703,200704,200705,200706,200707,200708,200709,200710,200711,200712,200801,200802,200803,200804,200805,200806,200807,200808,200809,200810,200811,200812,200901,200902,200903,200904,200905,200906,200907,200908,200909,200910,200911,200912,201001,201002,201003,201004,201005,201006,201007,201008,201009,201010,201011,201012,201101,201102,201103,201104,201105,201106,201107,201108,201109,201110,201111,201112,201201,201202,201203,201204,201205,201206,201207,201208,201209,201210,201211,201212,201301,201302,201303,201304,201305,201306,201307,201308,201309,201310,201311,201312,201401,201402,201403,201404,201405,201406,201407,201408,201409,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807
OSI_model,OSI_model,en,OSI_model,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,4,1,2,4,3,2,9,8,9,15,13,16,24,31,13,18,14,21,14,21,18,28,33,42,17,23,11,12,8,20,25,14,15,27,21,21,8,16,21,12,15,25,35,19,19,21,27,18,18,13,13,12,14,11,9,14,13,17,15,28,7,17,13,11,9,13,15,24,12,6,8,9,4,15,3,9,11,12,9,6,7,16,5,11,4,10,9,5,14,7,9,8,12,11,8,9,13,6,4,14,7,10,8,8,6,10,6,14,9,12,5,12,6,4,4,3,7,6,6,2,1,0,4,5,10,5,9,5,6,9,11,9,10,7,4,1,13,11,5,9,13,17,1,5,2,2,2,10,1,8,2,4,0,2,8,3,2,4,1
Algorithm,Algorithm,en,Algorithm,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,6,0,1,0,3,3,2,2,1,3,2,2,2,2,2,4,8,10,17,7,9,2,12,11,1,3,6,6,7,5,7,12,5,2,13,13,9,7,7,12,15,2,15,18,10,11,8,4,7,12,8,11,8,9,8,12,8,9,3,10,4,7,8,7,4,10,6,7,4,6,2,14,9,4,8,9,2,12,13,2,9,2,2,5,5,8,2,2,6,6,10,2,0,6,7,4,2,4,6,3,11,6,6,7,6,1,7,7,3,6,7,7,4,6,6,2,2,5,3,2,2,2,7,6,5,6,3,9,2,4,1,5,4,1,4,8,7,2,8,2,1,6,2,6,3,3,10,6,4,8,2,3,5,2,6,7,2,2,11,10,9,2,2,4,3,0,4,2
Intelligent_environment,Intelligent_environment,en,Intelligent_environment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Secure_Real-time_Transport_Protocol,Secure_Real-time_Transport_Protocol,en,Secure_Real-time_Transport_Protocol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
Transparent_Network_Substrate,Transparent_Network_Substrate,en,Transparent_Network_Substrate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ad_hoc_network,Ad_hoc_network,en,Ad_hoc_network,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Incident_Object_Description_Exchange_Format,Incident_Object_Description_Exchange_Format,en,Incident_Object_Description_Exchange_Format,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Global_Positioning_System,Global_Positioning_System,en,Global_Positioning_System,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,3,3,2,1,2,3,6,4,9,8,5,8,6,6,9,14,10,42,45,35,17,20,20,15,22,19,18,13,4,15,50,39,16,27,17,14,36,12,30,22,10,17,41,23,27,15,32,20,11,12,7,10,4,10,14,13,13,14,10,9,6,10,20,6,7,8,12,18,5,6,7,13,8,13,10,9,5,5,14,9,11,7,11,11,12,11,12,9,13,4,12,17,5,9,5,7,9,7,13,7,7,6,7,10,4,13,4,5,1,5,5,4,3,4,4,5,8,2,8,15,5,3,6,10,3,6,17,15,5,3,2,3,9,6,2,5,3,4,4,9,6,3,10,4,2,9,2,2,8,0,2,13,6,4,6,5,8,3,3,5
Internet_service_provider,Internet_service_provider,en,Internet_service_provider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,17,5,43,5,2,0,2,5,2,2,2,9,11,5,7,2,2,7,4,8,5,4,1,3,7,5,2,2,3,4,3,3,5,8,9,7,9,3,4,1,11,3,4,3,3,1,3,3,6,13,4,3,5,4,4,3,1,0,1,2,9,6,6,7,0,2,5,1,2,3,1,3,1,4,1,3,1,1,3,1,3,2,2,1,3,3,7,2,5,9,6,0,0,3,3,1,4,6,8,5,2,2,7,7,0,0,1,3,6,1,2,2,2,3,8,2,0,4,2,1,2,1,3,2,7,0,4,5,4,4,2,2,2,3,0,4,4,6,1,2,3,4,1,7,1,5,1,2,2,1,3,3,3,2
